text_clean,text_len,label
rt <user> : d-emand e-veryone's m-oney o-bjects c-ollectively be r-edistributed a-mong t-heir s-upporters,105,neither
lmfaoooooo rt <user> : lmfaooooooopoooooo rt <user> : & 8220 ;here come yo bitch ass auntie& 8221 ; <url>,105,offensive_language
& 8220 ; <user> : how do you have a beautiful female and still find a way to fuck w/ ratchet hoes.. i don't get it& 8221 ; & 128079 ;& 128079 ;& 128588 ;& 128075 ;& 128588 ;,173,offensive_language
"""chinese maverick: we were communicating comrade , u know giving the imperialist yanks the birdie"" <url>",104,neither
rt <user> : when a bitch reads your message but doesn't respond <url>,69,offensive_language
"<user> naw nigga what's up with em hands, what happened to the shit you was talking a couple a month's ago, eat bitch",117,offensive_language
"rt <user> : stop fucking calling these legends trash. cuz the top artists of our generation ""take"" from the legends.",116,offensive_language
you better work bitch,21,offensive_language
bill romanowski is still a cunt. who saw that one coming.,57,offensive_language
i'm going to be an ugly niggah for halloween so i can just be myself.,69,offensive_language
<user> <user> <user> bitch that's next year come on the weekend,63,offensive_language
rt <user> : ur fucking white trash,34,hate_speech
i don't want no philly disease lol thot bitch,45,offensive_language
<user> says the pedophile promoting dolt. lmao teabagger,56,offensive_language
after deztinis session we needed this lmao jk girl good yob lol <url>,69,neither
you gotta block dumb hoes,25,offensive_language
rt <user> : i might be ugly but my hoes ain't trippin,53,offensive_language
"rt <user> : tommy voeckler keeps the yellow, andy schleck does the break of the tour, and contador is broken. incredible day for tdf",132,neither
rt <user> : when you die on flappy bird & 128514 ; <url>,56,neither
"dear von miller, karmas a bitch.",32,offensive_language
control yo hoes..,17,offensive_language
<user> how could you say such a thing woman?! you have two functioning chest tables to hold your peanut butter and crackers!,124,neither
that one drunk white bitch that always instigate problems involving at least one.black dude then crys afterwards when someone gets hurt,135,offensive_language
"jai's hate for jay is completely irrational hahaha i still love jai though so if he needs someone called a faggot, i'll call someone a fag.",139,offensive_language
i'm sorry but why should i care about what bitch my nigga was fucking w before me,81,offensive_language
<user> be my guest. i want to be a bird i think,47,neither
rt <user> : love birds.,23,neither
shut up bitch,13,offensive_language
"<user> so ur faggot teammate <user> hits someone late like that and u say he's yapping and yelling, u guys def 69 in the room",125,hate_speech
rt <user> : crazy girlfriends usually love you longer got the best pussy .,74,offensive_language
every lady ain't no hoe but every lady sure ain't no queen,58,offensive_language
rt <user> : someone who claims they're a bad bitch shouldn't get offended so easily.,84,offensive_language
tell these hoes i love them just to fuck em,43,offensive_language
"rt <user> : the theory of ""you say no to ratchet pussy, juicy j can't"" has been proven",86,offensive_language
rt <user> : i swear these bitches think their still in highschool,65,offensive_language
rt <user> : i'm in yo hood i'll prolly fuck yo hoe,50,offensive_language
<user> <user> that would cripple our military :),48,neither
lmao that the funniest way to disrespect a person by calling him a itty bitty bitch. makes me feel low in life,110,offensive_language
fuck that hoe.,14,offensive_language
rt <user> : i was in a kik group once. but we called it a party line and old charlie the barber was always hogging the calls.,125,neither
if y'all preppy bitches ever arguing like this at a party and don't do nothing y'all getting hit with a bottle fr,113,offensive_language
when it start thundering bitches be like i wana cuddle naw bitch you just wana excuse to suck a dick you and mimi sit tf down in a corner,137,offensive_language
"pretending that he can make it rain, our ghetto president is in it for himself while govt money whores beg utilties to stay on one more day.",140,offensive_language
nd y'all thought bitches knew how to accessorize <url>,54,offensive_language
"rt <user> : drake said it best when he said ""niggas act more like bitches these days!""",86,offensive_language
now time to find the monkey term scripts!,41,neither
"well now that i'm basically gone full retard, lets get blasted",62,offensive_language
"wayne went ape shit on tht ""krazy""",34,offensive_language
adam west? rt <user> : lmao this is trash b <url>,49,neither
cussed out by a fat redneck on the last day yolo <user> <user> <user> & 128514 ;& 128514 ;,90,hate_speech
yankees 6-0. nine straight hits. price... not your night.,57,neither
roman catholics in the us are trash. they give catholics in europe a bad name.,78,hate_speech
"<user> so i guess that makes us blacks double niggers, huh?",59,offensive_language
rt <user> : look at ya boy <user> rt <user> : nigga a faggot rt <user> : bruh rt <user> : chance the rapper <url>,113,hate_speech
what state got the best pussy? & 128064 ;,41,offensive_language
"perhaps ezra miller is the first crack toward changing that, regardless of whether he identifies as queer over gay.",115,neither
""" <user> : <user> faggot bitch"" <url>",37,offensive_language
rt <user> : cause lord know if another bitch call yo nigga handsome and he entertain it all hell gonna break loose...,117,offensive_language
rt <user> : noooo let me tell yall .... some bitches in baltimore be ratchetttttt .,83,offensive_language
"shy glizzy sound dumb as shit, you know nothing bout medellin",61,offensive_language
"rt <user> : bitches will argue with you for 30 mins and then be like ""you know what, i aint gonna argue with you"" bitch what???",127,offensive_language
"rt <user> : tell a girl to ""calm down"" she'll act like you just kicked her in the pussy",87,offensive_language
u sure tha bitch ain't slumped over dead ? lol & 8220 ; <user> : the thots is out here ! ! <url>,96,offensive_language
sone of y'all bitches need morning glory milk baths & 128514 ;& 128514 ;& 128514 ;,82,offensive_language
selling ex lax brownies in front of meijer to pregnant women. gooddeed,70,neither
"i know shit about everybody , i just don't care enough to speak on it but i suggest you bitches watch it forreal .",114,offensive_language
rt <user> : never realize the precious time you bitch niggas is wasting & 128070 ;,82,offensive_language
la is the only place where you will see some of the baddest bitches in the world ... at the bus stop,100,offensive_language
not a fan of her... guess im the minority.rt <user> : beyonc& 233 ; ratchet ass is trash rt <user> : you're the anti christ. kfromtheg,134,offensive_language
watch yo hoe,12,offensive_language
where da ratchet hoes at?,25,offensive_language
rt <user> : i can't be in my twenties stressing over a bitch who playin games. i'm straight lol,95,offensive_language
rt <user> : fat bitches dont like liftin up they arms in the summer all that dampness cuh,89,offensive_language
rt <user> : these hoes ain't loyal & 128588 ;,45,offensive_language
damn they act like bron tore his acl! toughen up bitch! lol,59,offensive_language
fucking hate ghetto girls i swear bruh,38,offensive_language
"rt <user> : if you take your girl back after she cheats on you, you're a little bitch.",86,offensive_language
<user> bitch tits,17,offensive_language
<user> oh really? fags are gross you aids infected sick fuckers,63,hate_speech
i'd kill to meet charlie sheen.,31,neither
rt <user> : salute to derek jetter! best yankee ever!,53,neither
rt <user> : everybody turning into assholes this year. look what you& 8217 ;ve bitches have done to us.,103,offensive_language
& 8220 ; <user> : some of yall hoes nasty yall find out yall sharing or shared dick with a dirty ass female and still fuck the nigga & 128567 ;& 8221 ;,151,offensive_language
rt <user> : what a bitch.,25,offensive_language
flappy bird on bull....,23,neither
rt <user> : y'all hoes so annoying & 128530 ;,45,offensive_language
the devils been sending his workers to get at me lately... pussy fuck boy try harder.. can't let'em throw me off my 1... 2ssss,126,offensive_language
"<user> you tell me, coon.",25,hate_speech
"' i told this niggah maya angelo died.... this niggah gon ask me "" is that the red ninja turtle ? & 1041204 ;& 1043473 ;& 1043357 ; wtf .",137,offensive_language
"& 8220 ; <user> : all i want is bitches, big boooty bitches& 8221 ;",67,offensive_language
rt <user> : today something is dope. tomorrow that same thing is trash. next month it is irrelevant. next year it's classic.,124,neither
rt <user> : i don't have no girlfriend/side bitches/ main chick/ hoes. i just got a ex i want back .,100,offensive_language
rt <user> : & 8220 ; <user> : on boys im a retard sometimes& 8221 ; all the time *,82,offensive_language
so real it's unreal lol yankees worldseries 27andcounting mlb mlbtheshow12 <url>,80,neither
5:40 a.m. and still awake! yay!!! time to chug coffee and red bull for the foreseeable future and hopefully not pass out behind the wheel!!!,140,neither
rt <user> : girls with anchor tats are hoes,43,offensive_language
des hoes silly goose's,22,offensive_language
lil bitch dumb& 128514 ;& 128514 ;& 128514 ;,44,offensive_language
<user> stop trolling me u creepy ass cracker!!!,47,hate_speech
lol my brother a fag mann,25,offensive_language
<user> like their players really been talking trash about bama.,63,neither
<user> when you get famous i'm buyin yo art so me and my bitch can have dat shit all in da crib,95,offensive_language
<user> ya but you can't because its a real account dumb bitch i go to wams fucking bitch,88,offensive_language
i was informed about a bird (pheonix) today that i could not find a physical image of.all paintings.mythological or extinct?,124,neither
"rt <user> : the ones we really like , we can't get. but if you got the one you really like then you a lucky bitch.",114,offensive_language
rt <user> : bitches brag about goin to the gym and still be shaped like a patron bottle cuh,91,offensive_language
rt <user> : don't be afraid to let your feelings show. unless you're a bitch.,77,offensive_language
there's gotta be like 20 white trash motherfuckers living in that house and i don't think any of them have a job,112,offensive_language
